date,Market,District,Arrivals,Min,Max,Modal,avg_rainfall,temperature_2m_min,temperature_2m_max,temperature_2m_avg,rain_min,rain_max,rain_avg,soil_temperature_0_to_7cm_min,soil_temperature_0_to_7cm_max,soil_temperature_0_to_7cm_avg,soil_moisture_0_to_7cm_min,soil_moisture_0_to_7cm_max,soil_moisture_0_to_7cm_avg
2024-11-19,DODDABALLAPUR,Bengaluru Rural,1268,54620,60000,55600,2.060560127157445,18.4,25.35,21.383333,0.0,0.0,0.0,20.8,26.1,22.908333,0.415,0.43,0.421375
2024-12-05,DODDABALLAPUR,Bengaluru Rural,360,75185,75185,75185,16.495063652735922,19.5,26.5,22.356249,0.0,0.2,0.0375,20.65,27.2,23.291666,0.44,0.464,0.44970834
2024-12-13,DODDABALLAPUR,Bengaluru Rural,270,52885,52885,52885,2.577001287855788,19.1,24.0,21.158333,0.0,0.9,0.06666667,20.2,23.65,21.604166,0.451,0.471,0.4599583
2024-12-31,DODDABALLAPUR,Bengaluru Rural,470,41120,41120,41120,0.0366463973595385,16.35,27.15,20.935417,0.0,0.0,0.0,18.05,26.6,21.9,0.389,0.408,0.39816666
2019-01-09,BENGALURU,Bengaluru Urban,275,37000,42000,39500,0.013568337763158,13.5,28.95,20.760416,0.0,0.0,0.0,17.65,30.95,23.379166,0.254,0.256,0.255
2019-02-08,BENGALURU,Bengaluru Urban,45,37500,42500,40000,2.83951859995421,18.2,30.65,24.36875,0.0,0.1,0.004166667,22.45,34.9,27.710417,0.27,0.275,0.27266666
2019-03-02,BENGALURU,Bengaluru Urban,24,35000,44000,39500,0.1897101814930255,20.65,31.75,25.602083,0.0,0.0,0.0,25.2,36.6,29.856249,0.236,0.238,0.23670834
2019-03-23,BENGALURU,Bengaluru Urban,30,35000,44000,39500,0.0,21.2,33.9,27.764582,0.0,0.0,0.0,26.65,39.5,31.939583,0.239,0.239,0.23900001
2019-04-01,BENGALURU,Bengaluru Urban,24,35000,44000,39500,0.3925350042550165,21.2,35.2,28.245834,0.0,0.0,0.0,26.2,39.5,32.054165,0.24,0.24,0.24
2019-04-02,BENGALURU,Bengaluru Urban,30,35000,44000,39500,0.3925350042550165,21.9,34.2,28.204168,0.0,0.0,0.0,26.5,38.8,31.9625,0.238,0.24,0.23841667
2019-04-08,BENGALURU,Bengaluru Urban,35,35000,44000,39500,10.94862859751044,22.2,34.6,28.491667,0.0,0.0,0.0,27.2,39.1,32.445835,0.239,0.24,0.23904167
2019-04-15,BENGALURU,Bengaluru Urban,515,35000,44000,39500,7.551515233082322,20.5,34.6,27.858332,0.0,0.0,0.0,26.15,40.25,32.354168,0.239,0.24,0.23920833
2019-04-20,BENGALURU,Bengaluru Urban,298,35000,44000,39500,7.551515233082322,20.9,31.1,25.533333,0.0,1.7,0.26250002,25.55,35.35,29.754166,0.37,0.395,0.38316667
2019-05-30,BENGALURU,Bengaluru Urban,245,34000,40000,37000,67.48447828524505,22.0,31.9,25.983332,0.0,5.7,0.4625,26.1,34.5,29.3125,0.342,0.472,0.38045833
2019-06-03,BENGALURU,Bengaluru Urban,780,34000,40000,37000,33.3283899054353,22.0,31.15,24.641668,0.0,1.8,0.1375,24.95,32.0,27.185417,0.43,0.502,0.46195832
2019-06-10,BENGALURU,Bengaluru Urban,210,34000,40000,37000,5.53211770904691,21.05,29.2,24.206251,0.0,2.4,0.17083333,24.5,31.25,27.166666,0.416,0.45,0.4333333
2019-06-11,BENGALURU,Bengaluru Urban,24,34000,40000,37000,5.53211770904691,21.3,29.4,24.44375,0.0,0.9,0.054166663,24.2,30.25,26.733332,0.418,0.454,0.433375
2019-06-21,BENGALURU,Bengaluru Urban,3,34000,42000,38000,15.517719029607974,19.95,29.1,23.879166,0.0,0.2,0.029166667,23.25,30.45,26.36875,0.306,0.315,0.31
2019-06-29,BENGALURU,Bengaluru Urban,3,34000,42000,38000,9.0983889449463,19.9,29.45,24.516668,0.0,0.1,0.004166667,23.2,30.85,26.677084,0.319,0.334,0.327
2019-07-03,BENGALURU,Bengaluru Urban,480,34000,42000,38000,1.2915575001494328,20.75,29.65,24.716667,0.0,0.1,0.016666668,23.75,30.7,26.902084,0.304,0.31,0.30704167
2019-07-12,BENGALURU,Bengaluru Urban,174,34000,42000,38000,15.722549077663285,19.65,29.3,23.622917,0.0,2.3,0.14583333,21.35,30.8,25.383333,0.384,0.426,0.40612498
2019-07-20,BENGALURU,Bengaluru Urban,24,34000,42000,38000,28.109243929048247,19.85,27.4,22.770834,0.0,2.6,0.19166666,21.4,27.8,24.445833,0.416,0.461,0.43808332
2019-08-07,BENGALURU,Bengaluru Urban,8,34000,42000,38000,26.571284118065424,20.2,27.7,22.954168,0.0,2.5,0.27083334,20.65,27.0,23.00625,0.442,0.501,0.46483335
2019-09-11,BENGALURU,Bengaluru Urban,24,34000,42000,38000,60.41269988202848,19.55,28.15,22.983332,0.0,0.7,0.15833335,21.95,28.45,24.320833,0.426,0.448,0.43591666
2019-11-25,BENGALURU,Bengaluru Urban,18,33000,38000,35500,8.01686124343138,17.6,28.15,21.835417,0.0,0.0,0.0,20.35,27.95,23.810417,0.303,0.315,0.30945835
2019-11-30,BENGALURU,Bengaluru Urban,11,33000,38000,35500,8.01686124343138,18.35,26.15,21.85,0.0,0.3,0.06666667,20.95,27.2,23.477083,0.303,0.318,0.31216666
2019-12-10,BENGALURU,Bengaluru Urban,20,33000,38000,35500,6.41892308865481,16.5,25.35,20.714582,0.0,0.0,0.0,19.5,26.35,22.554167,0.34,0.351,0.344875
2019-12-24,BENGALURU,Bengaluru Urban,11,33000,38000,35500,0.7367436370235453,17.85,25.3,21.324999,0.0,0.1,0.016666668,20.9,26.95,23.44375,0.295,0.303,0.29991665
2020-01-10,BENGALURU,Bengaluru Urban,8,33000,38000,35500,0.0,16.65,28.15,21.739584,0.0,0.0,0.0,20.85,31.15,25.120834,0.273,0.276,0.27445832
2020-01-18,BENGALURU,Bengaluru Urban,7,33000,38000,35500,0.0414868123045095,17.95,27.85,22.108332,0.0,0.1,0.004166667,21.35,29.7,24.785416,0.254,0.259,0.25625
2020-02-13,BENGALURU,Bengaluru Urban,130,33000,38000,35500,0.0,17.65,30.45,23.49375,0.0,0.0,0.0,21.65,34.0,26.829168,0.252,0.255,0.25375
2020-04-08,BENGALURU,Bengaluru Urban,13,33000,38000,35500,25.27598865234895,22.1,32.05,26.191666,0.0,0.2,0.025,24.8,35.55,29.520834,0.304,0.317,0.30858335
2020-04-18,BENGALURU,Bengaluru Urban,10,33000,38000,35500,1.9057095946208629,21.7,34.85,28.058334,0.0,0.0,0.0,26.5,39.35,32.149998,0.254,0.263,0.25858334
2020-04-28,BENGALURU,Bengaluru Urban,17,33000,38000,35500,28.923340118655247,21.4,32.85,26.637499,0.0,0.1,0.020833334,25.8,37.8,30.908333,0.282,0.291,0.28754166
2020-06-05,BENGALURU,Bengaluru Urban,24,32000,38000,35000,19.0054696288668,20.0,28.8,23.883333,0.0,4.7,0.39166665,23.5,31.25,26.647917,0.367,0.462,0.38470832
2020-06-23,BENGALURU,Bengaluru Urban,12,32000,38000,35000,47.6054843060883,20.45,29.7,24.71875,0.0,0.1,0.008333334,22.5,30.6,26.189583,0.397,0.449,0.422375
2020-07-20,BENGALURU,Bengaluru Urban,3,32000,38000,35000,47.30742836577687,19.8,27.7,22.977083,0.0,4.4,0.525,21.5,28.0,24.414583,0.492,0.519,0.50383335
2020-07-23,BENGALURU,Bengaluru Urban,24,32000,38000,35000,47.30742836577687,20.2,28.1,23.36875,0.0,22.9,2.7041664,22.8,29.85,25.577082,0.452,0.52,0.4737083
2020-08-10,BENGALURU,Bengaluru Urban,22,32000,38000,35000,34.97154803276057,19.6,24.8,21.481249,0.0,1.5,0.27083334,20.4,24.45,22.127083,0.495,0.518,0.506
2020-09-08,BENGALURU,Bengaluru Urban,1013,8000,11000,9500,73.45575639709283,20.15,27.95,23.21875,0.0,4.7,0.5208333,21.45,29.5,24.637499,0.479,0.513,0.49616668
2020-09-09,BENGALURU,Bengaluru Urban,100,31000,34000,32500,73.45575639709283,19.9,26.3,22.552084,0.0,3.4,0.75416666,21.5,27.8,24.168749,0.484,0.518,0.5025
2020-11-06,BENGALURU,Bengaluru Urban,7,33000,40000,36500,8.386419729520433,19.7,27.5,22.935417,0.0,0.0,0.0,21.05,28.4,24.183334,0.363,0.39,0.3725833
2020-12-18,BENGALURU,Bengaluru Urban,9,33000,40000,36500,7.357790398525305,17.2,25.45,20.654167,0.0,0.0,0.0,19.75,27.1,22.666666,0.344,0.36,0.35212502
2020-12-28,BENGALURU,Bengaluru Urban,1,33000,40000,36500,0.7897769988276919,14.5,26.65,19.783333,0.0,0.0,0.0,18.2,28.1,22.335417,0.273,0.281,0.2772917
2021-02-04,BENGALURU,Bengaluru Urban,48,35000,41000,38000,0.6388219062329425,15.0,27.5,20.73125,0.0,0.0,0.0,19.35,31.2,24.260416,0.264,0.273,0.268
2021-02-11,BENGALURU,Bengaluru Urban,1,35000,41000,38000,0.3317814027694493,13.8,28.15,20.452084,0.0,0.0,0.0,18.3,31.55,23.94375,0.265,0.27,0.26816666
2021-02-22,BENGALURU,Bengaluru Urban,7,35000,42000,38500,1.0104134345419615,16.75,27.2,21.152082,0.0,0.3,0.020833334,19.5,28.95,23.43125,0.372,0.391,0.38070834
2021-03-19,BENGALURU,Bengaluru Urban,1,32000,40000,36000,0.159569426730034,18.2,32.85,25.03125,0.0,0.0,0.0,22.8,37.1,29.029167,0.249,0.25,0.24962501
2021-04-19,BENGALURU,Bengaluru Urban,1,41000,48000,44500,53.35407936235183,20.6,33.4,26.8375,0.0,0.0,0.0,24.65,36.95,29.99375,0.307,0.333,0.31845835
2021-06-29,BENGALURU,Bengaluru Urban,60,6500,9500,8000,57.4418445996427,19.5,29.85,25.0875,0.0,0.2,0.025,22.25,32.8,27.189583,0.361,0.381,0.37058333
2021-12-06,BENGALURU,Bengaluru Urban,1,42000,55000,48500,0.4726095771816695,18.1,25.75,21.695833,0.0,0.2,0.029166667,20.1,26.75,23.137499,0.429,0.439,0.43354166
2021-12-17,BENGALURU,Bengaluru Urban,1,59000,70000,64500,5.609620143865282,16.9,25.75,20.475,0.0,0.0,0.0,19.95,27.6,22.877083,0.345,0.366,0.35775003
2022-01-04,BENGALURU,Bengaluru Urban,180,75000,95000,85000,0.117468553252126,16.3,26.45,20.379168,0.0,0.0,0.0,19.55,29.3,23.283333,0.281,0.286,0.28366667
2022-01-20,BENGALURU,Bengaluru Urban,1,60000,75000,67500,0.0,13.75,28.2,20.633333,0.0,0.0,0.0,18.35,30.9,23.789583,0.254,0.259,0.25683334
2022-02-18,BENGALURU,Bengaluru Urban,50,62000,70000,66000,0.0,15.2,29.4,22.358332,0.0,0.0,0.0,20.7,33.1,26.074999,0.248,0.248,0.24799998
2022-05-10,BENGALURU,Bengaluru Urban,30,55000,62000,58500,76.0740762888178,21.4,27.15,23.245834,0.0,1.5,0.20416667,22.8,26.5,24.454168,0.385,0.491,0.44195834
2022-05-13,BENGALURU,Bengaluru Urban,150,55000,62000,58500,76.0740762888178,20.2,27.25,22.627083,0.0,4.0,0.75416666,21.45,26.35,23.2125,0.491,0.513,0.50025004
2022-05-31,BENGALURU,Bengaluru Urban,1,56000,60000,58000,46.06550490885122,19.25,29.35,23.627083,0.0,1.3,0.0875,21.9,30.7,25.839584,0.38,0.461,0.43095836
2022-06-02,BENGALURU,Bengaluru Urban,1,59000,63000,61000,46.06550490885122,19.45,29.5,23.783333,0.0,0.3,0.020833334,22.35,30.95,25.872917,0.417,0.443,0.42704165
2022-06-23,BENGALURU,Bengaluru Urban,31,53000,58000,55500,39.31172695623233,19.65,26.75,22.116667,0.0,0.5,0.0375,21.6,26.9,23.404167,0.44,0.455,0.44912502
2022-06-28,BENGALURU,Bengaluru Urban,1,53000,58000,55500,24.0297886944975,19.5,27.4,22.862501,0.0,0.4,0.041666668,22.1,27.8,24.541666,0.4,0.414,0.40745834
2022-07-05,BENGALURU,Bengaluru Urban,1,53000,58000,55500,21.0841432407317,19.8,24.05,21.3375,0.0,1.5,0.42916667,20.45,24.2,21.827082,0.473,0.512,0.49329165
2022-07-14,BENGALURU,Bengaluru Urban,20,50000,54000,52000,7.859929767142405,19.6,26.2,22.072916,0.0,2.3,0.22083335,21.0,26.05,22.9,0.465,0.496,0.47358334
2022-07-19,BENGALURU,Bengaluru Urban,52,52000,60000,56000,46.55620423212703,18.9,27.45,22.489584,0.0,1.0,0.075,20.3,28.2,23.570833,0.445,0.482,0.46449998
2022-08-12,BENGALURU,Bengaluru Urban,15,53000,59000,56000,5.91338859704824,20.0,26.7,22.754166,0.0,0.2,0.041666668,21.6,26.75,23.90625,0.451,0.463,0.4572083
2022-09-19,BENGALURU,Bengaluru Urban,1,51500,60000,55750,0.4227694998943975,18.85,27.4,22.070833,0.0,0.1,0.016666668,21.6,28.05,24.116667,0.382,0.393,0.38783333
2022-09-26,BENGALURU,Bengaluru Urban,20,51500,60000,55750,37.42113211164588,19.35,26.35,22.25625,0.0,1.9,0.125,21.5,26.95,23.904167,0.331,0.357,0.34449998
2022-10-13,BENGALURU,Bengaluru Urban,30,51500,60000,55750,61.66609418923068,18.65,26.35,21.791666,0.0,5.5,0.91249996,19.85,27.9,23.520834,0.482,0.52,0.49458334
2022-11-23,BENGALURU,Bengaluru Urban,1,48000,53000,50500,0.6631329325159707,18.4,24.1,20.383333,0.0,2.2,0.34583333,19.15,24.35,21.135416,0.31,0.463,0.3635417
2022-12-03,BENGALURU,Bengaluru Urban,2,49500,55000,52250,0.2040627949166032,18.4,27.3,22.160416,0.0,0.1,0.0125,21.25,28.7,24.214584,0.313,0.323,0.31766668
2022-12-16,BENGALURU,Bengaluru Urban,6,49500,55000,52250,24.026872457859422,15.2,25.95,19.79375,0.0,0.0,0.0,17.5,25.85,21.079166,0.416,0.446,0.43312502
2022-12-17,BENGALURU,Bengaluru Urban,6,49500,55000,52250,24.026872457859422,15.25,26.15,20.122917,0.0,0.0,0.0,17.65,26.35,21.560417,0.398,0.418,0.40941668
2023-01-09,BENGALURU,Bengaluru Urban,2,52500,58000,55250,0.0351710727340297,14.45,26.1,19.014584,0.0,0.0,0.0,18.1,28.6,22.133333,0.28,0.285,0.28229168
2023-02-07,BENGALURU,Bengaluru Urban,2,51000,55000,53000,0.30880648038663,15.95,29.7,22.53125,0.0,0.0,0.0,19.95,33.65,25.716667,0.26,0.263,0.26191667
2023-02-13,BENGALURU,Bengaluru Urban,7,51000,55000,53000,0.1244933555996127,16.4,30.5,22.991667,0.0,0.0,0.0,20.0,33.05,25.585417,0.257,0.262,0.25979164
2023-02-24,BENGALURU,Bengaluru Urban,5,51000,55000,53000,0.0107737675060325,14.15,31.4,22.454168,0.0,0.0,0.0,19.8,34.1,25.88125,0.25,0.25,0.25
2023-03-10,BENGALURU,Bengaluru Urban,3,51000,60000,55500,0.5780019765214519,16.45,30.4,23.143751,0.0,0.0,0.0,21.3,34.1,26.65625,0.249,0.249,0.249
2023-03-15,BENGALURU,Bengaluru Urban,1,51000,60000,55500,8.106648176401727,18.25,32.55,25.481249,0.0,0.0,0.0,23.6,36.2,29.19375,0.249,0.249,0.249
2023-03-16,BENGALURU,Bengaluru Urban,3,51000,60000,55500,8.106648176401727,20.0,30.65,24.370834,0.0,0.4,0.05,24.4,35.6,28.977083,0.247,0.267,0.25295833
2023-04-01,BENGALURU,Bengaluru Urban,6,58000,78000,68000,2.65389554668293,21.45,29.7,25.091667,0.0,0.9,0.0625,24.3,32.85,28.289583,0.339,0.362,0.35366666
2023-04-10,BENGALURU,Bengaluru Urban,1,52000,62000,57000,0.0,19.4,32.9,26.2125,0.0,0.0,0.0,23.75,36.7,29.554167,0.276,0.288,0.280375
2023-04-11,BENGALURU,Bengaluru Urban,1,48000,50000,49000,0.0,18.75,33.6,26.297918,0.0,0.0,0.0,23.9,37.35,29.820833,0.27,0.276,0.27304167
2023-04-18,BENGALURU,Bengaluru Urban,5,48000,50000,49000,1.2778801704496725,20.5,34.9,27.925001,0.0,0.0,0.0,24.35,38.25,30.59375,0.258,0.262,0.26020834
2023-05-12,BENGALURU,Bengaluru Urban,3,48000,50000,49000,19.7750602645912,20.9,31.75,25.979166,0.0,0.2,0.008333334,23.65,32.35,27.435417,0.415,0.442,0.42820835
2023-05-15,BENGALURU,Bengaluru Urban,1,48000,50000,49000,16.634825706964524,21.15,32.95,26.202082,0.0,0.0,0.0,23.8,33.4,27.789583,0.35,0.368,0.35991666
2023-06-02,BENGALURU,Bengaluru Urban,10,51000,58000,54500,42.35956745167005,20.8,30.25,25.139582,0.0,0.0,0.0,23.9,30.85,26.93125,0.45,0.48,0.46425
2023-06-09,BENGALURU,Bengaluru Urban,20,54000,58500,56250,27.751702572170025,20.25,31.35,24.979166,0.0,4.0,0.22916667,23.85,31.95,27.239584,0.374,0.468,0.403375
2023-06-16,BENGALURU,Bengaluru Urban,25,54000,58500,56250,22.36457009952555,20.8,32.0,26.020834,0.0,0.0,0.0,23.9,32.8,27.947916,0.353,0.375,0.36450002
2023-06-17,BENGALURU,Bengaluru Urban,9,54000,58500,56250,22.36457009952555,19.9,31.35,25.247917,0.0,0.1,0.008333334,23.7,32.5,27.675001,0.337,0.354,0.34529164
2023-06-26,BENGALURU,Bengaluru Urban,1,54000,58500,56250,11.278998998446957,20.2,28.7,23.612501,0.0,0.2,0.008333334,22.55,29.45,25.164583,0.38,0.393,0.38637498
2023-07-01,BENGALURU,Bengaluru Urban,5,54000,58000,56000,11.278998998446957,19.8,29.3,24.518751,0.0,0.5,0.029166669,22.35,30.55,26.072916,0.374,0.396,0.38479164
2023-07-03,BENGALURU,Bengaluru Urban,20,54000,58000,56000,27.42109403861193,20.3,28.9,23.18125,0.0,4.1,0.34583333,22.3,29.75,24.793749,0.408,0.463,0.42499998
2023-07-05,BENGALURU,Bengaluru Urban,10,54000,58000,56000,27.42109403861193,20.05,26.5,21.8125,0.0,3.9,0.5125,21.1,26.65,22.672918,0.467,0.513,0.48825002
2023-07-13,BENGALURU,Bengaluru Urban,20,54000,58000,56000,46.34489202731047,19.55,25.4,21.904167,0.0,2.2,0.25833336,21.65,26.1,23.627083,0.476,0.511,0.48966667
2023-08-11,BENGALURU,Bengaluru Urban,3,68000,71000,69500,13.242880334448678,20.25,28.35,24.322916,0.0,0.2,0.025,22.75,30.4,26.297918,0.312,0.321,0.316625
2023-08-14,BENGALURU,Bengaluru Urban,2,68000,71000,69500,5.81529235181055,20.55,29.15,24.466667,0.0,0.1,0.016666668,23.4,32.15,27.112501,0.294,0.298,0.29629168
2023-08-19,BENGALURU,Bengaluru Urban,2,67000,75000,71000,5.81529235181055,19.9,28.9,22.975,0.0,5.2,0.30416664,22.65,30.8,25.729166,0.28,0.308,0.29029167
2023-09-12,BENGALURU,Bengaluru Urban,3,66000,78000,72000,54.91959379906592,20.0,28.8,23.597916,0.0,0.8,0.104166664,22.3,29.35,25.025,0.426,0.442,0.43391666
2023-09-21,BENGALURU,Bengaluru Urban,20,66000,78000,72000,79.70791672308913,19.6,27.0,23.229166,0.0,0.2,0.008333334,22.05,28.15,24.775,0.428,0.45,0.4375
2023-10-06,BENGALURU,Bengaluru Urban,4,66000,78000,72000,8.584364601740468,20.15,29.5,24.533333,0.0,0.4,0.0625,22.6,31.25,26.35,0.367,0.379,0.37316668
2023-10-21,BENGALURU,Bengaluru Urban,3,66000,78000,72000,0.0782468487384167,19.8,31.4,24.995834,0.0,0.0,0.0,23.25,33.55,27.61875,0.277,0.284,0.28091666
2023-10-25,BENGALURU,Bengaluru Urban,15,66000,78000,72000,1.533416591047755,17.1,29.95,23.458334,0.0,0.0,0.0,20.85,33.35,26.364584,0.27,0.276,0.27358332
2023-11-22,BENGALURU,Bengaluru Urban,5,52500,60000,56250,3.0714552431454027,19.8,28.2,22.958334,0.0,0.9,0.07083333,22.05,30.0,24.7125,0.302,0.405,0.3285
2023-11-27,BENGALURU,Bengaluru Urban,10,52500,60000,56250,1.9919257613449373,19.4,26.45,22.347916,0.0,0.8,0.079166666,21.7,27.8,24.122917,0.372,0.39,0.382875
2023-12-06,BENGALURU,Bengaluru Urban,2,52500,60000,56250,15.479828936657874,17.05,28.4,22.53125,0.0,0.0,0.0,19.55,31.05,24.65625,0.319,0.332,0.32583332
2023-12-12,BENGALURU,Bengaluru Urban,4,52500,60000,56250,0.0224877839025697,18.4,28.1,22.262499,0.0,0.0,0.0,21.7,30.65,25.091667,0.327,0.342,0.335875
2023-12-20,BENGALURU,Bengaluru Urban,3,60000,72000,66000,0.0,17.05,26.95,21.120832,0.0,0.0,0.0,20.3,28.55,23.727083,0.295,0.302,0.29924998
2023-12-22,BENGALURU,Bengaluru Urban,1,60000,72000,66000,0.0,17.75,28.45,22.272917,0.0,0.0,0.0,20.75,31.3,25.139582,0.29,0.298,0.29520833
2023-12-26,BENGALURU,Bengaluru Urban,9,60000,72000,66000,0.2365170386065594,14.45,27.95,20.737501,0.0,0.0,0.0,19.0,29.95,23.639582,0.276,0.28,0.277875
2024-01-02,BENGALURU,Bengaluru Urban,30,60000,72000,66000,1.6566280054418645,18.15,27.55,21.891668,0.0,0.0,0.0,21.5,30.6,24.956251,0.276,0.282,0.28004166
2024-01-05,BENGALURU,Bengaluru Urban,3,60000,72000,66000,1.6566280054418645,18.6,26.95,22.408333,0.0,0.2,0.008333334,20.75,29.15,24.11875,0.289,0.332,0.319125
2024-01-08,BENGALURU,Bengaluru Urban,2,60000,72000,66000,0.1963385026389167,18.4,23.5,20.3375,0.0,0.8,0.1,20.55,23.9,21.891668,0.32,0.374,0.33841667
2024-01-09,BENGALURU,Bengaluru Urban,2,60000,72000,66000,0.1963385026389167,18.8,26.55,21.614584,0.0,0.3,0.041666668,19.85,27.0,22.71875,0.373,0.432,0.4062083
2024-01-16,BENGALURU,Bengaluru Urban,10,63000,68000,65500,0.0123087642224212,15.65,28.25,21.489584,0.0,0.0,0.0,19.3,31.35,24.487501,0.3,0.311,0.30629167
2024-01-22,BENGALURU,Bengaluru Urban,3,63000,68000,65500,0.070838460012486,17.0,29.2,23.002083,0.0,0.0,0.0,20.7,32.55,25.845833,0.28,0.288,0.28366664
2024-01-29,BENGALURU,Bengaluru Urban,15,63000,68000,65500,0.0,16.65,28.2,21.589584,0.0,0.0,0.0,20.45,31.95,25.03125,0.267,0.279,0.272875
2024-02-09,BENGALURU,Bengaluru Urban,20,63000,68000,65500,0.0,17.05,32.25,24.514582,0.0,0.0,0.0,21.35,35.05,27.383333,0.253,0.254,0.2535
2024-02-20,BENGALURU,Bengaluru Urban,9,65000,70000,67500,0.0,18.8,31.6,25.308334,0.0,0.0,0.0,22.65,37.05,28.90625,0.248,0.249,0.24858333
2024-02-21,BENGALURU,Bengaluru Urban,10,65000,70000,67500,0.0,19.7,32.05,25.679167,0.0,0.0,0.0,23.8,37.15,29.441666,0.248,0.249,0.24825
2024-02-26,BENGALURU,Bengaluru Urban,6,65000,70000,67500,0.0934777647550952,17.8,31.2,23.979166,0.0,0.0,0.0,23.0,35.4,28.260416,0.25,0.252,0.251125
2024-03-11,BENGALURU,Bengaluru Urban,23,54000,56000,55000,0.0715638300079687,20.75,33.85,27.316666,0.0,0.0,0.0,25.65,38.3,31.09375,0.242,0.242,0.242
2024-03-27,BENGALURU,Bengaluru Urban,10,54000,56000,55000,0.009443034878687,18.85,34.95,26.891668,0.0,0.0,0.0,24.75,39.5,31.427084,0.249,0.249,0.249
